subject,activity,feat_domain,feat_acceleration,feat_instru,feat_jerk,feat_magnitude,feat_var,feat_axis,count,average
1,WALKING_DOWNSTAIRS,Freq,NA,Gyroscope,NA,NA,StD,Z,49,-0.238443565
1,WALKING_DOWNSTAIRS,Freq,NA,Gyroscope,NA,Magnitude,Mean,NA,49,-0.185720286
1,WALKING_DOWNSTAIRS,Freq,NA,Gyroscope,NA,Magnitude,StD,NA,49,-0.39835039
1,WALKING_DOWNSTAIRS,Freq,NA,Gyroscope,Jerk,Magnitude,Mean,NA,49,-0.281963359
1,WALKING_DOWNSTAIRS,Freq,NA,Gyroscope,Jerk,Magnitude,StD,NA,49,-0.391919877
1,WALKING_DOWNSTAIRS,Freq,Body,Accelerometer,NA,NA,Mean,X,49,0.038229183
1,WALKING_DOWNSTAIRS,Freq,Body,Accelerometer,NA,NA,Mean,Y,49,0.001549908
1,WALKING_DOWNSTAIRS,Freq,Body,Accelerometer,NA,NA,Mean,Z,49,-0.225574472
1,WALKING_DOWNSTAIRS,Freq,Body,Accelerometer,NA,NA,StD,X,49,0.024330839
1,WALKING_DOWNSTAIRS,Freq,Body,Accelerometer,NA,NA,StD,Y,49,-0.11296374
1,WALKING_DOWNSTAIRS,Freq,Body,Accelerometer,NA,NA,StD,Z,49,-0.297927895
1,WALKING_DOWNSTAIRS,Freq,Body,Accelerometer,NA,Magnitude,Mean,NA,49,0.096584534
1,WALKING_DOWNSTAIRS,Freq,Body,Accelerometer,NA,Magnitude,StD,NA,49,-0.186530301
1,WALKING_DOWNSTAIRS,Freq,Body,Accelerometer,Jerk,NA,Mean,X,49,-0.027663868
1,WALKING_DOWNSTAIRS,Freq,Body,Accelerometer,Jerk,NA,Mean,Y,49,-0.128667158
1,WALKING_DOWNSTAIRS,Freq,Body,Accelerometer,Jerk,NA,Mean,Z,49,-0.288334736
1,WALKING_DOWNSTAIRS,Freq,Body,Accelerometer,Jerk,NA,StD,X,49,-0.086327897
1,WALKING_DOWNSTAIRS,Freq,Body,Accelerometer,Jerk,NA,StD,Y,49,-0.134580009
1,WALKING_DOWNSTAIRS,Freq,Body,Accelerometer,Jerk,NA,StD,Z,49,-0.401721464
1,WALKING_DOWNSTAIRS,Freq,Body,Accelerometer,Jerk,Magnitude,Mean,NA,49,0.026218495
1,WALKING_DOWNSTAIRS,Freq,Body,Accelerometer,Jerk,Magnitude,StD,NA,49,-0.104052261
1,WALKING_UPSTAIRS,Time,NA,Gyroscope,NA,NA,Mean,X,53,0.05054938
1,WALKING_UPSTAIRS,Time,NA,Gyroscope,NA,NA,Mean,Y,53,-0.166170015
1,WALKING_UPSTAIRS,Time,NA,Gyroscope,NA,NA,Mean,Z,53,0.058359546
1,WALKING_UPSTAIRS,Time,NA,Gyroscope,NA,NA,StD,X,53,-0.544871105
1,WALKING_UPSTAIRS,Time,NA,Gyroscope,NA,NA,StD,Y,53,0.004105184
1,WALKING_UPSTAIRS,Time,NA,Gyroscope,NA,NA,StD,Z,53,-0.507168675
1,WALKING_UPSTAIRS,Time,NA,Gyroscope,NA,Magnitude,Mean,NA,53,-0.12673559
1,WALKING_UPSTAIRS,Time,NA,Gyroscope,NA,Magnitude,StD,NA,53,-0.148619318
1,WALKING_UPSTAIRS,Time,NA,Gyroscope,Jerk,NA,Mean,X,53,-0.122232768
1,WALKING_UPSTAIRS,Time,NA,Gyroscope,Jerk,NA,Mean,Y,53,-0.042148588
1,WALKING_UPSTAIRS,Time,NA,Gyroscope,Jerk,NA,Mean,Z,53,-0.040712553
1,WALKING_UPSTAIRS,Time,NA,Gyroscope,Jerk,NA,StD,X,53,-0.614786508
1,WALKING_UPSTAIRS,Time,NA,Gyroscope,Jerk,NA,StD,Y,53,-0.601696656
1,WALKING_UPSTAIRS,Time,NA,Gyroscope,Jerk,NA,StD,Z,53,-0.606332002
1,WALKING_UPSTAIRS,Time,NA,Gyroscope,Jerk,Magnitude,Mean,NA,53,-0.594882865
1,WALKING_UPSTAIRS,Time,NA,Gyroscope,Jerk,Magnitude,StD,NA,53,-0.648553044
1,WALKING_UPSTAIRS,Time,Body,Accelerometer,NA,NA,Mean,X,53,0.25546169
1,WALKING_UPSTAIRS,Time,Body,Accelerometer,NA,NA,Mean,Y,53,-0.023953149
1,WALKING_UPSTAIRS,Time,Body,Accelerometer,NA,NA,Mean,Z,53,-0.097302002
1,WALKING_UPSTAIRS,Time,Body,Accelerometer,NA,NA,StD,X,53,-0.354708025
1,WALKING_UPSTAIRS,Time,Body,Accelerometer,NA,NA,StD,Y,53,-0.002320265
1,WALKING_UPSTAIRS,Time,Body,Accelerometer,NA,NA,StD,Z,53,-0.019479239
1,WALKING_UPSTAIRS,Time,Body,Accelerometer,NA,Magnitude,Mean,NA,53,-0.129927631
1,WALKING_UPSTAIRS,Time,Body,Accelerometer,NA,Magnitude,StD,NA,53,-0.324970929
1,WALKING_UPSTAIRS,Time,Body,Accelerometer,Jerk,NA,Mean,X,53,0.10137273
1,WALKING_UPSTAIRS,Time,Body,Accelerometer,Jerk,NA,Mean,Y,53,0.019486308
1,WALKING_UPSTAIRS,Time,Body,Accelerometer,Jerk,NA,Mean,Z,53,-0.045562545
1,WALKING_UPSTAIRS,Time,Body,Accelerometer,Jerk,NA,StD,X,53,-0.446843888
1,WALKING_UPSTAIRS,Time,Body,Accelerometer,Jerk,NA,StD,Y,53,-0.378274426
1,WALKING_UPSTAIRS,Time,Body,Accelerometer,Jerk,NA,StD,Z,53,-0.706593531
1,WALKING_UPSTAIRS,Time,Body,Accelerometer,Jerk,Magnitude,Mean,NA,53,-0.466503446
1,WALKING_UPSTAIRS,Time,Body,Accelerometer,Jerk,Magnitude,StD,NA,53,-0.478991622
1,WALKING_UPSTAIRS,Time,Gravity,Accelerometer,NA,NA,Mean,X,53,0.893351098
1,WALKING_UPSTAIRS,Time,Gravity,Accelerometer,NA,NA,Mean,Y,53,-0.362153364
1,WALKING_UPSTAIRS,Time,Gravity,Accelerometer,NA,NA,Mean,Z,53,-0.07540294
1,WALKING_UPSTAIRS,Time,Gravity,Accelerometer,NA,NA,StD,X,53,-0.956367028
1,WALKING_UPSTAIRS,Time,Gravity,Accelerometer,NA,NA,StD,Y,53,-0.952849233
1,WALKING_UPSTAIRS,Time,Gravity,Accelerometer,NA,NA,StD,Z,53,-0.91237941
1,WALKING_UPSTAIRS,Time,Gravity,Accelerometer,NA,Magnitude,Mean,NA,53,-0.129927631
1,WALKING_UPSTAIRS,Time,Gravity,Accelerometer,NA,Magnitude,StD,NA,53,-0.324970929
1,WALKING_UPSTAIRS,Freq,NA,Gyroscope,NA,NA,Mean,X,53,-0.492611668
1,WALKING_UPSTAIRS,Freq,NA,Gyroscope,NA,NA,Mean,Y,53,-0.319474609
1,WALKING_UPSTAIRS,Freq,NA,Gyroscope,NA,NA,Mean,Z,53,-0.453597213
1,WALKING_UPSTAIRS,Freq,NA,Gyroscope,NA,NA,StD,X,53,-0.565892491
1,WALKING_UPSTAIRS,Freq,NA,Gyroscope,NA,NA,StD,Y,53,0.151538906
1,WALKING_UPSTAIRS,Freq,NA,Gyroscope,NA,NA,StD,Z,53,-0.57170784
1,WALKING_UPSTAIRS,Freq,NA,Gyroscope,NA,Magnitude,Mean,NA,53,-0.325961457
1,WALKING_UPSTAIRS,Freq,NA,Gyroscope,NA,Magnitude,StD,NA,53,-0.182985518
1,WALKING_UPSTAIRS,Freq,NA,Gyroscope,Jerk,Magnitude,Mean,NA,53,-0.634665082
1,WALKING_UPSTAIRS,Freq,NA,Gyroscope,Jerk,Magnitude,StD,NA,53,-0.693930522
1,WALKING_UPSTAIRS,Freq,Body,Accelerometer,NA,NA,Mean,X,53,-0.404321784
1,WALKING_UPSTAIRS,Freq,Body,Accelerometer,NA,NA,Mean,Y,53,-0.190976721
1,WALKING_UPSTAIRS,Freq,Body,Accelerometer,NA,NA,Mean,Z,53,-0.433349702
1,WALKING_UPSTAIRS,Freq,Body,Accelerometer,NA,NA,StD,X,53,-0.337428189
1,WALKING_UPSTAIRS,Freq,Body,Accelerometer,NA,NA,StD,Y,53,0.021769511
1,WALKING_UPSTAIRS,Freq,Body,Accelerometer,NA,NA,StD,Z,53,0.085956554
1,WALKING_UPSTAIRS,Freq,Body,Accelerometer,NA,Magnitude,Mean,NA,53,-0.352395945
1,WALKING_UPSTAIRS,Freq,Body,Accelerometer,NA,Magnitude,StD,NA,53,-0.416260102
1,WALKING_UPSTAIRS,Freq,Body,Accelerometer,Jerk,NA,Mean,X,53,-0.479875246
1,WALKING_UPSTAIRS,Freq,Body,Accelerometer,Jerk,NA,Mean,Y,53,-0.413444588
1,WALKING_UPSTAIRS,Freq,Body,Accelerometer,Jerk,NA,Mean,Z,53,-0.685474354
1,WALKING_UPSTAIRS,Freq,Body,Accelerometer,Jerk,NA,StD,X,53,-0.461907026
1,WALKING_UPSTAIRS,Freq,Body,Accelerometer,Jerk,NA,StD,Y,53,-0.381777065
1,WALKING_UPSTAIRS,Freq,Body,Accelerometer,Jerk,NA,StD,Z,53,-0.726040201
1,WALKING_UPSTAIRS,Freq,Body,Accelerometer,Jerk,Magnitude,Mean,NA,53,-0.442652162
1,WALKING_UPSTAIRS,Freq,Body,Accelerometer,Jerk,Magnitude,StD,NA,53,-0.533059854
2,LAYING,Time,NA,Gyroscope,NA,NA,Mean,X,48,-0.018476607
2,LAYING,Time,NA,Gyroscope,NA,NA,Mean,Y,48,-0.111800825
2,LAYING,Time,NA,Gyroscope,NA,NA,Mean,Z,48,0.144882846
2,LAYING,Time,NA,Gyroscope,NA,NA,StD,X,48,-0.988275233
2,LAYING,Time,NA,Gyroscope,NA,NA,StD,Y,48,-0.982291609
2,LAYING,Time,NA,Gyroscope,NA,NA,StD,Z,48,-0.96030656
2,LAYING,Time,NA,Gyroscope,NA,Magnitude,Mean,NA,48,-0.95001157
2,LAYING,Time,NA,Gyroscope,NA,Magnitude,StD,NA,48,-0.961164054
2,LAYING,Time,NA,Gyroscope,Jerk,NA,Mean,X,48,-0.101974134
2,LAYING,Time,NA,Gyroscope,Jerk,NA,Mean,Y,48,-0.035859018
2,LAYING,Time,NA,Gyroscope,Jerk,NA,Mean,Z,48,-0.070178302
2,LAYING,Time,NA,Gyroscope,Jerk,NA,StD,X,48,-0.993235849
2,LAYING,Time,NA,Gyroscope,Jerk,NA,StD,Y,48,-0.989567538
2,LAYING,Time,NA,Gyroscope,Jerk,NA,StD,Z,48,-0.988035821
2,LAYING,Time,NA,Gyroscope,Jerk,Magnitude,Mean,NA,48,-0.991767074
2,LAYING,Time,NA,Gyroscope,Jerk,Magnitude,StD,NA,48,-0.989718095
2,LAYING,Time,Body,Accelerometer,NA,NA,Mean,X,48,0.281373404
2,LAYING,Time,Body,Accelerometer,NA,NA,Mean,Y,48,-0.01815874
2,LAYING,Time,Body,Accelerometer,NA,NA,Mean,Z,48,-0.10724561
2,LAYING,Time,Body,Accelerometer,NA,NA,StD,X,48,-0.974059465
2,LAYING,Time,Body,Accelerometer,NA,NA,StD,Y,48,-0.980277399
2,LAYING,Time,Body,Accelerometer,NA,NA,StD,Z,48,-0.984233297
2,LAYING,Time,Body,Accelerometer,NA,Magnitude,Mean,NA,48,-0.977435485
2,LAYING,Time,Body,Accelerometer,NA,Magnitude,StD,NA,48,-0.972873913
2,LAYING,Time,Body,Accelerometer,Jerk,NA,Mean,X,48,0.082597251
2,LAYING,Time,Body,Accelerometer,Jerk,NA,Mean,Y,48,0.012254788
2,LAYING,Time,Body,Accelerometer,Jerk,NA,Mean,Z,48,-0.001802649
2,LAYING,Time,Body,Accelerometer,Jerk,NA,StD,X,48,-0.985872169
2,LAYING,Time,Body,Accelerometer,Jerk,NA,StD,Y,48,-0.983172541
2,LAYING,Time,Body,Accelerometer,Jerk,NA,StD,Z,48,-0.988442014
2,LAYING,Time,Body,Accelerometer,Jerk,Magnitude,Mean,NA,48,-0.987741696
2,LAYING,Time,Body,Accelerometer,Jerk,Magnitude,StD,NA,48,-0.985518076
2,LAYING,Time,Gravity,Accelerometer,NA,NA,Mean,X,48,-0.509754238
2,LAYING,Time,Gravity,Accelerometer,NA,NA,Mean,Y,48,0.752536639
2,LAYING,Time,Gravity,Accelerometer,NA,NA,Mean,Z,48,0.64683488
2,LAYING,Time,Gravity,Accelerometer,NA,NA,StD,X,48,-0.959014441
2,LAYING,Time,Gravity,Accelerometer,NA,NA,StD,Y,48,-0.988211865
2,LAYING,Time,Gravity,Accelerometer,NA,NA,StD,Z,48,-0.984230418
2,LAYING,Time,Gravity,Accelerometer,NA,Magnitude,Mean,NA,48,-0.977435485
2,LAYING,Time,Gravity,Accelerometer,NA,Magnitude,StD,NA,48,-0.972873913
2,LAYING,Freq,NA,Gyroscope,NA,NA,Mean,X,48,-0.986431143
2,LAYING,Freq,NA,Gyroscope,NA,NA,Mean,Y,48,-0.983321635
2,LAYING,Freq,NA,Gyroscope,NA,NA,Mean,Z,48,-0.962671888
2,LAYING,Freq,NA,Gyroscope,NA,NA,StD,X,48,-0.988860686
2,LAYING,Freq,NA,Gyroscope,NA,NA,StD,Y,48,-0.981910616
2,LAYING,Freq,NA,Gyroscope,NA,NA,StD,Z,48,-0.963174222
2,LAYING,Freq,NA,Gyroscope,NA,Magnitude,Mean,NA,48,-0.972112973
2,LAYING,Freq,NA,Gyroscope,NA,Magnitude,StD,NA,48,-0.961098379
2,LAYING,Freq,NA,Gyroscope,Jerk,Magnitude,Mean,NA,48,-0.990248702
2,LAYING,Freq,NA,Gyroscope,Jerk,Magnitude,StD,NA,48,-0.98949266
2,LAYING,Freq,Body,Accelerometer,NA,NA,Mean,X,48,-0.97672506
2,LAYING,Freq,Body,Accelerometer,NA,NA,Mean,Y,48,-0.979800878
2,LAYING,Freq,Body,Accelerometer,NA,NA,Mean,Z,48,-0.984380982
2,LAYING,Freq,Body,Accelerometer,NA,NA,StD,X,48,-0.973246482
2,LAYING,Freq,Body,Accelerometer,NA,NA,StD,Y,48,-0.981025106
2,LAYING,Freq,Body,Accelerometer,NA,NA,StD,Z,48,-0.984792185
2,LAYING,Freq,Body,Accelerometer,NA,Magnitude,Mean,NA,48,-0.975110196
2,LAYING,Freq,Body,Accelerometer,NA,Magnitude,StD,NA,48,-0.975121388
2,LAYING,Freq,Body,Accelerometer,Jerk,NA,Mean,X,48,-0.985813631
2,LAYING,Freq,Body,Accelerometer,Jerk,NA,Mean,Y,48,-0.98276825
2,LAYING,Freq,Body,Accelerometer,Jerk,NA,Mean,Z,48,-0.986197135
2,LAYING,Freq,Body,Accelerometer,Jerk,NA,StD,X,48,-0.987250256
2,LAYING,Freq,Body,Accelerometer,Jerk,NA,StD,Y,48,-0.984987393
2,LAYING,Freq,Body,Accelerometer,Jerk,NA,StD,Z,48,-0.989345369
2,LAYING,Freq,Body,Accelerometer,Jerk,Magnitude,Mean,NA,48,-0.985374115
2,LAYING,Freq,Body,Accelerometer,Jerk,Magnitude,StD,NA,48,-0.984568489
2,SITTING,Time,NA,Gyroscope,NA,NA,Mean,X,46,-0.045470662
2,SITTING,Time,NA,Gyroscope,NA,NA,Mean,Y,46,-0.05992868
2,SITTING,Time,NA,Gyroscope,NA,NA,Mean,Z,46,0.041227746
2,SITTING,Time,NA,Gyroscope,NA,NA,StD,X,46,-0.985742028
2,SITTING,Time,NA,Gyroscope,NA,NA,StD,Y,46,-0.978919527
2,SITTING,Time,NA,Gyroscope,NA,NA,StD,Z,46,-0.959803709
2,SITTING,Time,NA,Gyroscope,NA,Magnitude,Mean,NA,46,-0.946035087
2,SITTING,Time,NA,Gyroscope,NA,Magnitude,StD,NA,46,-0.961313624
2,SITTING,Time,NA,Gyroscope,Jerk,NA,Mean,X,46,-0.093632841
2,SITTING,Time,NA,Gyroscope,Jerk,NA,Mean,Y,46,-0.041560203
2,SITTING,Time,NA,Gyroscope,Jerk,NA,Mean,Z,46,-0.043585097
2,SITTING,Time,NA,Gyroscope,Jerk,NA,StD,X,46,-0.989709023
2,SITTING,Time,NA,Gyroscope,Jerk,NA,StD,Y,46,-0.990889615
2,SITTING,Time,NA,Gyroscope,Jerk,NA,StD,Z,46,-0.985542326
2,SITTING,Time,NA,Gyroscope,Jerk,Magnitude,Mean,NA,46,-0.991081494
2,SITTING,Time,NA,Gyroscope,Jerk,Magnitude,StD,NA,46,-0.98959492
2,SITTING,Time,Body,Accelerometer,NA,NA,Mean,X,46,0.277087352
2,SITTING,Time,Body,Accelerometer,NA,NA,Mean,Y,46,-0.015687994
2,SITTING,Time,Body,Accelerometer,NA,NA,Mean,Z,46,-0.109218272
2,SITTING,Time,Body,Accelerometer,NA,NA,StD,X,46,-0.98682228
2,SITTING,Time,Body,Accelerometer,NA,NA,StD,Y,46,-0.950704499
2,SITTING,Time,Body,Accelerometer,NA,NA,StD,Z,46,-0.959828172
2,SITTING,Time,Body,Accelerometer,NA,Magnitude,Mean,NA,46,-0.967893624
2,SITTING,Time,Body,Accelerometer,NA,Magnitude,StD,NA,46,-0.953081444
2,SITTING,Time,Body,Accelerometer,Jerk,NA,Mean,X,46,0.072256439
2,SITTING,Time,Body,Accelerometer,Jerk,NA,Mean,Y,46,0.011695451
2,SITTING,Time,Body,Accelerometer,Jerk,NA,Mean,Z,46,0.007605469
2,SITTING,Time,Body,Accelerometer,Jerk,NA,StD,X,46,-0.988055854
2,SITTING,Time,Body,Accelerometer,Jerk,NA,StD,Y,46,-0.977983955
2,SITTING,Time,Body,Accelerometer,Jerk,NA,StD,Z,46,-0.987518212
2,SITTING,Time,Body,Accelerometer,Jerk,Magnitude,Mean,NA,46,-0.986774713
2,SITTING,Time,Body,Accelerometer,Jerk,Magnitude,StD,NA,46,-0.984475868
2,SITTING,Time,Gravity,Accelerometer,NA,NA,Mean,X,46,0.940477273
2,SITTING,Time,Gravity,Accelerometer,NA,NA,Mean,Y,46,-0.105630024
2,SITTING,Time,Gravity,Accelerometer,NA,NA,Mean,Z,46,0.198726769
2,SITTING,Time,Gravity,Accelerometer,NA,NA,StD,X,46,-0.979988761
2,SITTING,Time,Gravity,Accelerometer,NA,NA,StD,Y,46,-0.956750273
2,SITTING,Time,Gravity,Accelerometer,NA,NA,StD,Z,46,-0.954415873
2,SITTING,Time,Gravity,Accelerometer,NA,Magnitude,Mean,NA,46,-0.967893624
2,SITTING,Time,Gravity,Accelerometer,NA,Magnitude,StD,NA,46,-0.953081444
2,SITTING,Freq,NA,Gyroscope,NA,NA,Mean,X,46,-0.98262139
2,SITTING,Freq,NA,Gyroscope,NA,NA,Mean,Y,46,-0.982100924
2,SITTING,Freq,NA,Gyroscope,NA,NA,Mean,Z,46,-0.959814822
2,SITTING,Freq,NA,Gyroscope,NA,NA,StD,X,46,-0.986808502
2,SITTING,Freq,NA,Gyroscope,NA,NA,StD,Y,46,-0.977356189
2,SITTING,Freq,NA,Gyroscope,NA,NA,StD,Z,46,-0.96352266
2,SITTING,Freq,NA,Gyroscope,NA,Magnitude,Mean,NA,46,-0.971840596
2,SITTING,Freq,NA,Gyroscope,NA,Magnitude,StD,NA,46,-0.961385745
2,SITTING,Freq,NA,Gyroscope,Jerk,Magnitude,Mean,NA,46,-0.989861951
2,SITTING,Freq,NA,Gyroscope,Jerk,Magnitude,StD,NA,46,-0.989632909
2,SITTING,Freq,Body,Accelerometer,NA,NA,Mean,X,46,-0.985803841
2,SITTING,Freq,Body,Accelerometer,NA,NA,Mean,Y,46,-0.957343498
2,SITTING,Freq,Body,Accelerometer,NA,NA,Mean,Z,46,-0.970162173
2,SITTING,Freq,Body,Accelerometer,NA,NA,StD,X,46,-0.98736209
2,SITTING,Freq,Body,Accelerometer,NA,NA,StD,Y,46,-0.950073754
2,SITTING,Freq,Body,Accelerometer,NA,NA,StD,Z,46,-0.956862864
2,SITTING,Freq,Body,Accelerometer,NA,Magnitude,Mean,NA,46,-0.961273748
2,SITTING,Freq,Body,Accelerometer,NA,Magnitude,StD,NA,46,-0.955575602
2,SITTING,Freq,Body,Accelerometer,Jerk,NA,Mean,X,46,-0.987848794
2,SITTING,Freq,Body,Accelerometer,Jerk,NA,Mean,Y,46,-0.977139703
2,SITTING,Freq,Body,Accelerometer,Jerk,NA,Mean,Z,46,-0.98512905
2,SITTING,Freq,Body,Accelerometer,Jerk,NA,StD,X,46,-0.989459107
2,SITTING,Freq,Body,Accelerometer,Jerk,NA,StD,Y,46,-0.980804228
2,SITTING,Freq,Body,Accelerometer,Jerk,NA,StD,Z,46,-0.988570804
2,SITTING,Freq,Body,Accelerometer,Jerk,Magnitude,Mean,NA,46,-0.983874699
2,SITTING,Freq,Body,Accelerometer,Jerk,Magnitude,StD,NA,46,-0.984124186
2,STANDING,Time,NA,Gyroscope,NA,NA,Mean,X,54,-0.023862388
2,STANDING,Time,NA,Gyroscope,NA,NA,Mean,Y,54,-0.082039658
2,STANDING,Time,NA,Gyroscope,NA,NA,Mean,Z,54,0.08783517
2,STANDING,Time,NA,Gyroscope,NA,NA,StD,X,54,-0.97299863
2,STANDING,Time,NA,Gyroscope,NA,NA,StD,Y,54,-0.971441996
2,STANDING,Time,NA,Gyroscope,NA,NA,StD,Z,54,-0.964856702
2,STANDING,Time,NA,Gyroscope,NA,Magnitude,Mean,NA,54,-0.963466342
2,STANDING,Time,NA,Gyroscope,NA,Magnitude,StD,NA,54,-0.95394338
2,STANDING,Time,NA,Gyroscope,Jerk,NA,Mean,X,54,-0.105562158
2,STANDING,Time,NA,Gyroscope,Jerk,NA,Mean,Y,54,-0.042241954
2,STANDING,Time,NA,Gyroscope,Jerk,NA,Mean,Z,54,-0.054653948
2,STANDING,Time,NA,Gyroscope,Jerk,NA,StD,X,54,-0.979324001
2,STANDING,Time,NA,Gyroscope,Jerk,NA,StD,Y,54,-0.983447259
2,STANDING,Time,NA,Gyroscope,Jerk,NA,StD,Z,54,-0.973610118
2,STANDING,Time,NA,Gyroscope,Jerk,Magnitude,Mean,NA,54,-0.983951904
2,STANDING,Time,NA,Gyroscope,Jerk,Magnitude,StD,NA,54,-0.977204428
2,STANDING,Time,Body,Accelerometer,NA,NA,Mean,X,54,0.277911472
2,STANDING,Time,Body,Accelerometer,NA,NA,Mean,Y,54,-0.018420827
2,STANDING,Time,Body,Accelerometer,NA,NA,Mean,Z,54,-0.105908536
2,STANDING,Time,Body,Accelerometer,NA,NA,StD,X,54,-0.987271889
2,STANDING,Time,Body,Accelerometer,NA,NA,StD,Y,54,-0.957304989
2,STANDING,Time,Body,Accelerometer,NA,NA,StD,Z,54,-0.949741851
2,STANDING,Time,Body,Accelerometer,NA,Magnitude,Mean,NA,54,-0.965875181
2,STANDING,Time,Body,Accelerometer,NA,Magnitude,StD,NA,54,-0.957874965
2,STANDING,Time,Body,Accelerometer,Jerk,NA,Mean,X,54,0.07475886
2,STANDING,Time,Body,Accelerometer,Jerk,NA,Mean,Y,54,0.010329177
2,STANDING,Time,Body,Accelerometer,Jerk,NA,Mean,Z,54,-0.008371588
2,STANDING,Time,Body,Accelerometer,Jerk,NA,StD,X,54,-0.981085716
2,STANDING,Time,Body,Accelerometer,Jerk,NA,StD,Y,54,-0.97105944
2,STANDING,Time,Body,Accelerometer,Jerk,NA,StD,Z,54,-0.982841446
2,STANDING,Time,Body,Accelerometer,Jerk,Magnitude,Mean,NA,54,-0.980489077
2,STANDING,Time,Body,Accelerometer,Jerk,Magnitude,StD,NA,54,-0.97667528
2,STANDING,Time,Gravity,Accelerometer,NA,NA,Mean,X,54,0.896928567
2,STANDING,Time,Gravity,Accelerometer,NA,NA,Mean,Y,54,-0.370062697
2,STANDING,Time,Gravity,Accelerometer,NA,NA,Mean,Z,54,0.129747161
2,STANDING,Time,Gravity,Accelerometer,NA,NA,StD,X,54,-0.986685819
2,STANDING,Time,Gravity,Accelerometer,NA,NA,StD,Y,54,-0.97419442
2,STANDING,Time,Gravity,Accelerometer,NA,NA,StD,Z,54,-0.945927079
2,STANDING,Time,Gravity,Accelerometer,NA,Magnitude,Mean,NA,54,-0.965875181
2,STANDING,Time,Gravity,Accelerometer,NA,Magnitude,StD,NA,54,-0.957874965
2,STANDING,Freq,NA,Gyroscope,NA,NA,Mean,X,54,-0.967037112
2,STANDING,Freq,NA,Gyroscope,NA,NA,Mean,Y,54,-0.972576153
2,STANDING,Freq,NA,Gyroscope,NA,NA,Mean,Z,54,-0.960627696
2,STANDING,Freq,NA,Gyroscope,NA,NA,StD,X,54,-0.974988125
2,STANDING,Freq,NA,Gyroscope,NA,NA,StD,Y,54,-0.97103605
2,STANDING,Freq,NA,Gyroscope,NA,NA,StD,Z,54,-0.969754296
2,STANDING,Freq,NA,Gyroscope,NA,Magnitude,Mean,NA,54,-0.961775905
2,STANDING,Freq,NA,Gyroscope,NA,Magnitude,StD,NA,54,-0.956788726
2,STANDING,Freq,NA,Gyroscope,Jerk,Magnitude,Mean,NA,54,-0.977849827
2,STANDING,Freq,NA,Gyroscope,Jerk,Magnitude,StD,NA,54,-0.977754298
2,STANDING,Freq,Body,Accelerometer,NA,NA,Mean,X,54,-0.98394674
2,STANDING,Freq,Body,Accelerometer,NA,NA,Mean,Y,54,-0.959871697
2,STANDING,Freq,Body,Accelerometer,NA,NA,Mean,Z,54,-0.962471196
2,STANDING,Freq,Body,Accelerometer,NA,NA,StD,X,54,-0.98905647
2,STANDING,Freq,Body,Accelerometer,NA,NA,StD,Y,54,-0.957908842
2,STANDING,Freq,Body,Accelerometer,NA,NA,StD,Z,54,-0.946433584
2,STANDING,Freq,Body,Accelerometer,NA,Magnitude,Mean,NA,54,-0.964052166
2,STANDING,Freq,Body,Accelerometer,NA,Magnitude,StD,NA,54,-0.960519381
2,STANDING,Freq,Body,Accelerometer,Jerk,NA,Mean,X,54,-0.980973242
2,STANDING,Freq,Body,Accelerometer,Jerk,NA,Mean,Y,54,-0.970851338
2,STANDING,Freq,Body,Accelerometer,Jerk,NA,Mean,Z,54,-0.979775152
2,STANDING,Freq,Body,Accelerometer,Jerk,NA,StD,X,54,-0.983007924
2,STANDING,Freq,Body,Accelerometer,Jerk,NA,StD,Y,54,-0.973520241
2,STANDING,Freq,Body,Accelerometer,Jerk,NA,StD,Z,54,-0.984599905
2,STANDING,Freq,Body,Accelerometer,Jerk,Magnitude,Mean,NA,54,-0.977065296
2,STANDING,Freq,Body,Accelerometer,Jerk,Magnitude,StD,NA,54,-0.97516046
2,WALKING,Time,NA,Gyroscope,NA,NA,Mean,X,59,-0.053025816
2,WALKING,Time,NA,Gyroscope,NA,NA,Mean,Y,59,-0.048238232
2,WALKING,Time,NA,Gyroscope,NA,NA,Mean,Z,59,0.082833663
2,WALKING,Time,NA,Gyroscope,NA,NA,StD,X,59,-0.561550256
2,WALKING,Time,NA,Gyroscope,NA,NA,StD,Y,59,-0.538453668
2,WALKING,Time,NA,Gyroscope,NA,NA,StD,Z,59,-0.481085535
2,WALKING,Time,NA,Gyroscope,NA,Magnitude,Mean,NA,59,-0.446549093
2,WALKING,Time,NA,Gyroscope,NA,Magnitude,StD,NA,59,-0.553019916
2,WALKING,Time,NA,Gyroscope,Jerk,NA,Mean,X,59,-0.081883343
2,WALKING,Time,NA,Gyroscope,Jerk,NA,Mean,Y,59,-0.053829945
2,WALKING,Time,NA,Gyroscope,Jerk,NA,Mean,Z,59,-0.051493916
2,WALKING,Time,NA,Gyroscope,Jerk,NA,StD,X,59,-0.389549832
2,WALKING,Time,NA,Gyroscope,Jerk,NA,StD,Y,59,-0.634140436
2,WALKING,Time,NA,Gyroscope,Jerk,NA,StD,Z,59,-0.435492677
2,WALKING,Time,NA,Gyroscope,Jerk,Magnitude,Mean,NA,59,-0.54791195
2,WALKING,Time,NA,Gyroscope,Jerk,Magnitude,StD,NA,59,-0.557798151
2,WALKING,Time,Body,Accelerometer,NA,NA,Mean,X,59,0.276426586
